,Product code,Bureau of Meteorology station number,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality,Date
2965,IDCJAC0009,86338,0.0,1.0,N,2021-02-13
2966,IDCJAC0009,86338,0.0,1.0,N,2021-02-14
2967,IDCJAC0009,86338,0.0,1.0,N,2021-02-15
2968,IDCJAC0009,86338,0.0,1.0,N,2021-02-16
2969,IDCJAC0009,86338,0.0,1.0,N,2021-02-17
2970,IDCJAC0009,86338,0.0,1.0,N,2021-02-18
2971,IDCJAC0009,86338,0.0,1.0,N,2021-02-19
2972,IDCJAC0009,86338,0.0,1.0,N,2021-02-20
2973,IDCJAC0009,86338,0.0,1.0,N,2021-02-21
2974,IDCJAC0009,86338,0.0,1.0,N,2021-02-22
2975,IDCJAC0009,86338,0.0,1.0,N,2021-02-23
2976,IDCJAC0009,86338,0.0,1.0,N,2021-02-24
2977,IDCJAC0009,86338,0.0,1.0,N,2021-02-25
2978,IDCJAC0009,86338,0.4,1.0,N,2021-02-26
2979,IDCJAC0009,86338,0.0,1.0,N,2021-02-27
2980,IDCJAC0009,86338,0.0,1.0,N,2021-02-28
2981,IDCJAC0009,86338,0.0,1.0,N,2021-03-01
2982,IDCJAC0009,86338,0.0,1.0,N,2021-03-02
2983,IDCJAC0009,86338,0.0,1.0,N,2021-03-03
2984,IDCJAC0009,86338,0.0,1.0,N,2021-03-04
2985,IDCJAC0009,86338,1.4,1.0,N,2021-03-05
2986,IDCJAC0009,86338,0.0,1.0,N,2021-03-06
2987,IDCJAC0009,86338,0.0,1.0,N,2021-03-07
2988,IDCJAC0009,86338,0.2,1.0,N,2021-03-08
2989,IDCJAC0009,86338,5.4,1.0,N,2021-03-09
2990,IDCJAC0009,86338,0.2,1.0,N,2021-03-10
2991,IDCJAC0009,86338,0.0,1.0,N,2021-03-11
2992,IDCJAC0009,86338,0.0,1.0,N,2021-03-12
2993,IDCJAC0009,86338,0.0,1.0,N,2021-03-13
2994,IDCJAC0009,86338,17.2,1.0,N,2021-03-14
2995,IDCJAC0009,86338,0.0,1.0,N,2021-03-15
2996,IDCJAC0009,86338,0.0,1.0,N,2021-03-16
2997,IDCJAC0009,86338,0.0,1.0,N,2021-03-17
2998,IDCJAC0009,86338,0.0,1.0,N,2021-03-18
2999,IDCJAC0009,86338,0.0,1.0,N,2021-03-19
3000,IDCJAC0009,86338,0.0,1.0,N,2021-03-20
3001,IDCJAC0009,86338,1.2,1.0,N,2021-03-21
3002,IDCJAC0009,86338,5.6,1.0,N,2021-03-22
3003,IDCJAC0009,86338,13.8,1.0,N,2021-03-23
3004,IDCJAC0009,86338,0.6,1.0,N,2021-03-24
3005,IDCJAC0009,86338,4.6,1.0,N,2021-03-25
3006,IDCJAC0009,86338,0.2,1.0,N,2021-03-26
3007,IDCJAC0009,86338,3.4,1.0,N,2021-03-27
3008,IDCJAC0009,86338,0.0,1.0,N,2021-03-28
3009,IDCJAC0009,86338,1.0,1.0,N,2021-03-29
3010,IDCJAC0009,86338,0.0,1.0,N,2021-03-30
3011,IDCJAC0009,86338,0.0,1.0,N,2021-03-31
3012,IDCJAC0009,86338,0.0,1.0,N,2021-04-01
3013,IDCJAC0009,86338,0.0,1.0,N,2021-04-02
3014,IDCJAC0009,86338,0.0,1.0,N,2021-04-03
3015,IDCJAC0009,86338,0.0,1.0,N,2021-04-04
3016,IDCJAC0009,86338,0.0,1.0,N,2021-04-05
3017,IDCJAC0009,86338,0.0,1.0,N,2021-04-06
3018,IDCJAC0009,86338,0.0,1.0,N,2021-04-07
3019,IDCJAC0009,86338,0.0,1.0,N,2021-04-08
3020,IDCJAC0009,86338,6.2,1.0,N,2021-04-09
3021,IDCJAC0009,86338,0.2,1.0,N,2021-04-10
3022,IDCJAC0009,86338,3.4,1.0,N,2021-04-11
3023,IDCJAC0009,86338,10.0,1.0,N,2021-04-12
3024,IDCJAC0009,86338,0.6,1.0,N,2021-04-13
3025,IDCJAC0009,86338,0.0,1.0,N,2021-04-14
3026,IDCJAC0009,86338,0.0,1.0,N,2021-04-15
3027,IDCJAC0009,86338,1.0,1.0,N,2021-04-16
3028,IDCJAC0009,86338,0.0,1.0,N,2021-04-17
3029,IDCJAC0009,86338,0.0,1.0,N,2021-04-18
3030,IDCJAC0009,86338,0.0,1.0,N,2021-04-19
3031,IDCJAC0009,86338,0.0,1.0,N,2021-04-20
3032,IDCJAC0009,86338,10.4,1.0,N,2021-04-21
3033,IDCJAC0009,86338,0.0,1.0,N,2021-04-22
3034,IDCJAC0009,86338,0.4,1.0,N,2021-04-23
3035,IDCJAC0009,86338,0.0,1.0,N,2021-04-24
3036,IDCJAC0009,86338,2.6,1.0,N,2021-04-25
3037,IDCJAC0009,86338,1.2,1.0,N,2021-04-26
3038,IDCJAC0009,86338,0.6,1.0,N,2021-04-27
3039,IDCJAC0009,86338,0.4,1.0,N,2021-04-28
3040,IDCJAC0009,86338,0.0,1.0,N,2021-04-29
3041,IDCJAC0009,86338,0.0,1.0,N,2021-04-30
3042,IDCJAC0009,86338,0.0,1.0,N,2021-05-01
3043,IDCJAC0009,86338,0.0,1.0,N,2021-05-02
3044,IDCJAC0009,86338,0.2,1.0,N,2021-05-03
3045,IDCJAC0009,86338,30.8,1.0,N,2021-05-04
3046,IDCJAC0009,86338,0.0,1.0,N,2021-05-05
3047,IDCJAC0009,86338,0.0,1.0,N,2021-05-06
3048,IDCJAC0009,86338,0.2,1.0,N,2021-05-07
3049,IDCJAC0009,86338,0.0,1.0,N,2021-05-08
3050,IDCJAC0009,86338,0.4,1.0,N,2021-05-09
3051,IDCJAC0009,86338,0.2,1.0,N,2021-05-10
3052,IDCJAC0009,86338,15.8,1.0,N,2021-05-11
3053,IDCJAC0009,86338,0.8,1.0,N,2021-05-12
3054,IDCJAC0009,86338,0.0,1.0,N,2021-05-13
3055,IDCJAC0009,86338,4.2,1.0,N,2021-05-14
3056,IDCJAC0009,86338,7.4,1.0,N,2021-05-15
3057,IDCJAC0009,86338,0.2,1.0,N,2021-05-16
3058,IDCJAC0009,86338,0.4,1.0,N,2021-05-17
3059,IDCJAC0009,86338,0.0,1.0,N,2021-05-18
3060,IDCJAC0009,86338,0.0,1.0,N,2021-05-19
3061,IDCJAC0009,86338,0.0,1.0,N,2021-05-20
3062,IDCJAC0009,86338,0.0,1.0,N,2021-05-21
3063,IDCJAC0009,86338,0.0,1.0,N,2021-05-22
3064,IDCJAC0009,86338,0.0,1.0,N,2021-05-23
3065,IDCJAC0009,86338,0.0,1.0,N,2021-05-24
3066,IDCJAC0009,86338,0.0,1.0,N,2021-05-25
3067,IDCJAC0009,86338,5.0,1.0,N,2021-05-26
3068,IDCJAC0009,86338,0.4,1.0,N,2021-05-27
3069,IDCJAC0009,86338,0.4,1.0,N,2021-05-28
3070,IDCJAC0009,86338,0.0,1.0,N,2021-05-29
3071,IDCJAC0009,86338,0.0,1.0,N,2021-05-30
3072,IDCJAC0009,86338,0.0,1.0,N,2021-05-31
3073,IDCJAC0009,86338,0.0,1.0,N,2021-06-01
3074,IDCJAC0009,86338,0.0,1.0,N,2021-06-02
3075,IDCJAC0009,86338,0.2,1.0,N,2021-06-03
3076,IDCJAC0009,86338,2.0,1.0,N,2021-06-04
3077,IDCJAC0009,86338,0.0,1.0,N,2021-06-05
3078,IDCJAC0009,86338,0.0,1.0,N,2021-06-06
3079,IDCJAC0009,86338,0.0,1.0,N,2021-06-07
3080,IDCJAC0009,86338,3.0,1.0,N,2021-06-08
3081,IDCJAC0009,86338,4.0,1.0,N,2021-06-09
3082,IDCJAC0009,86338,12.0,1.0,N,2021-06-10
3083,IDCJAC0009,86338,0.4,1.0,N,2021-06-11
3084,IDCJAC0009,86338,9.4,1.0,N,2021-06-12
3085,IDCJAC0009,86338,0.0,1.0,N,2021-06-13
3086,IDCJAC0009,86338,0.0,1.0,N,2021-06-14
3087,IDCJAC0009,86338,0.0,1.0,N,2021-06-15
3088,IDCJAC0009,86338,1.8,1.0,N,2021-06-16
3089,IDCJAC0009,86338,0.8,1.0,N,2021-06-17
3090,IDCJAC0009,86338,1.6,1.0,N,2021-06-18
3091,IDCJAC0009,86338,2.2,1.0,N,2021-06-19
3092,IDCJAC0009,86338,0.0,1.0,N,2021-06-20
3093,IDCJAC0009,86338,0.2,1.0,N,2021-06-21
3094,IDCJAC0009,86338,0.0,1.0,N,2021-06-22
3095,IDCJAC0009,86338,0.0,1.0,N,2021-06-23
3096,IDCJAC0009,86338,0.0,1.0,N,2021-06-24
3097,IDCJAC0009,86338,0.6,1.0,N,2021-06-25
3098,IDCJAC0009,86338,5.6,1.0,N,2021-06-26
3099,IDCJAC0009,86338,0.0,1.0,N,2021-06-27
3100,IDCJAC0009,86338,0.0,1.0,N,2021-06-28
3101,IDCJAC0009,86338,0.0,1.0,N,2021-06-29
3102,IDCJAC0009,86338,0.0,1.0,N,2021-06-30
3103,IDCJAC0009,86338,0.0,1.0,N,2021-07-01
3104,IDCJAC0009,86338,0.2,1.0,N,2021-07-02
3105,IDCJAC0009,86338,6.6,1.0,N,2021-07-03
3106,IDCJAC0009,86338,0.2,1.0,N,2021-07-04
3107,IDCJAC0009,86338,0.4,1.0,N,2021-07-05
3108,IDCJAC0009,86338,0.0,1.0,N,2021-07-06
3109,IDCJAC0009,86338,0.0,1.0,N,2021-07-07
3110,IDCJAC0009,86338,,,,2021-07-08
3111,IDCJAC0009,86338,,,,2021-07-09
3112,IDCJAC0009,86338,0.0,1.0,N,2021-07-10
3113,IDCJAC0009,86338,0.0,1.0,N,2021-07-11
3114,IDCJAC0009,86338,0.0,1.0,N,2021-07-12
3115,IDCJAC0009,86338,0.4,1.0,N,2021-07-13
3116,IDCJAC0009,86338,2.2,1.0,N,2021-07-14
3117,IDCJAC0009,86338,3.0,1.0,N,2021-07-15
3118,IDCJAC0009,86338,0.2,1.0,N,2021-07-16
3119,IDCJAC0009,86338,0.2,1.0,N,2021-07-17
3120,IDCJAC0009,86338,4.2,1.0,N,2021-07-18
3121,IDCJAC0009,86338,0.0,1.0,N,2021-07-19
3122,IDCJAC0009,86338,0.6,1.0,N,2021-07-20
3123,IDCJAC0009,86338,10.8,1.0,N,2021-07-21
3124,IDCJAC0009,86338,0.6,1.0,N,2021-07-22
3125,IDCJAC0009,86338,0.0,1.0,N,2021-07-23
3126,IDCJAC0009,86338,0.0,1.0,N,2021-07-24
3127,IDCJAC0009,86338,0.8,1.0,N,2021-07-25
3128,IDCJAC0009,86338,0.0,1.0,N,2021-07-26
3129,IDCJAC0009,86338,0.0,1.0,N,2021-07-27
3130,IDCJAC0009,86338,0.0,1.0,N,2021-07-28
3131,IDCJAC0009,86338,0.8,1.0,N,2021-07-29
3132,IDCJAC0009,86338,0.0,1.0,N,2021-07-30
3133,IDCJAC0009,86338,0.0,1.0,N,2021-07-31
3134,IDCJAC0009,86338,18.0,1.0,N,2021-08-01
3135,IDCJAC0009,86338,0.0,1.0,N,2021-08-02
3136,IDCJAC0009,86338,4.8,1.0,N,2021-08-03
3137,IDCJAC0009,86338,0.6,1.0,N,2021-08-04
3138,IDCJAC0009,86338,0.4,1.0,N,2021-08-05
3139,IDCJAC0009,86338,0.2,1.0,N,2021-08-06
3140,IDCJAC0009,86338,0.0,1.0,N,2021-08-07
3141,IDCJAC0009,86338,0.6,1.0,N,2021-08-08
3142,IDCJAC0009,86338,0.0,1.0,N,2021-08-09
3143,IDCJAC0009,86338,0.0,1.0,N,2021-08-10
3144,IDCJAC0009,86338,0.0,1.0,N,2021-08-11
3145,IDCJAC0009,86338,2.8,1.0,N,2021-08-12
3146,IDCJAC0009,86338,0.0,1.0,N,2021-08-13
3147,IDCJAC0009,86338,0.0,1.0,N,2021-08-14
3148,IDCJAC0009,86338,0.0,1.0,N,2021-08-15
3149,IDCJAC0009,86338,0.2,1.0,N,2021-08-16
3150,IDCJAC0009,86338,0.4,1.0,N,2021-08-17
3151,IDCJAC0009,86338,0.6,1.0,N,2021-08-18
3152,IDCJAC0009,86338,0.0,1.0,Y,2021-08-19
3153,IDCJAC0009,86338,0.8,1.0,N,2021-08-20
3154,IDCJAC0009,86338,1.0,1.0,N,2021-08-21
3155,IDCJAC0009,86338,0.0,1.0,N,2021-08-22
3156,IDCJAC0009,86338,0.8,1.0,N,2021-08-23
3157,IDCJAC0009,86338,10.4,1.0,N,2021-08-24
3158,IDCJAC0009,86338,2.2,1.0,N,2021-08-25
3159,IDCJAC0009,86338,1.2,1.0,N,2021-08-26
3160,IDCJAC0009,86338,0.0,1.0,N,2021-08-27
3161,IDCJAC0009,86338,0.0,1.0,N,2021-08-28
3162,IDCJAC0009,86338,0.6,1.0,N,2021-08-29
3163,IDCJAC0009,86338,4.0,1.0,N,2021-08-30
3164,IDCJAC0009,86338,0.0,1.0,N,2021-08-31
3165,IDCJAC0009,86338,0.0,1.0,N,2021-09-01
3166,IDCJAC0009,86338,0.0,1.0,N,2021-09-02
3167,IDCJAC0009,86338,0.0,1.0,N,2021-09-03
3168,IDCJAC0009,86338,38.2,1.0,N,2021-09-04
3169,IDCJAC0009,86338,9.6,1.0,N,2021-09-05
3170,IDCJAC0009,86338,1.0,1.0,N,2021-09-06
3171,IDCJAC0009,86338,0.0,1.0,N,2021-09-07
3172,IDCJAC0009,86338,0.0,1.0,N,2021-09-08
3173,IDCJAC0009,86338,0.0,1.0,N,2021-09-09
3174,IDCJAC0009,86338,0.0,1.0,N,2021-09-10
3175,IDCJAC0009,86338,0.0,1.0,N,2021-09-11
3176,IDCJAC0009,86338,0.0,1.0,N,2021-09-12
3177,IDCJAC0009,86338,5.6,1.0,N,2021-09-13
3178,IDCJAC0009,86338,0.2,1.0,N,2021-09-14
3179,IDCJAC0009,86338,0.2,1.0,N,2021-09-15
3180,IDCJAC0009,86338,0.0,1.0,N,2021-09-16
3181,IDCJAC0009,86338,0.0,1.0,N,2021-09-17
3182,IDCJAC0009,86338,0.8,1.0,N,2021-09-18
3183,IDCJAC0009,86338,0.8,1.0,N,2021-09-19
3184,IDCJAC0009,86338,0.4,1.0,N,2021-09-20
3185,IDCJAC0009,86338,8.0,1.0,N,2021-09-21
3186,IDCJAC0009,86338,0.2,1.0,N,2021-09-22
3187,IDCJAC0009,86338,0.0,1.0,N,2021-09-23
3188,IDCJAC0009,86338,0.0,1.0,N,2021-09-24
3189,IDCJAC0009,86338,0.0,1.0,N,2021-09-25
3190,IDCJAC0009,86338,0.2,1.0,N,2021-09-26
3191,IDCJAC0009,86338,0.0,1.0,N,2021-09-27
3192,IDCJAC0009,86338,0.0,1.0,N,2021-09-28
3193,IDCJAC0009,86338,0.0,1.0,N,2021-09-29
3194,IDCJAC0009,86338,3.4,1.0,N,2021-09-30
3195,IDCJAC0009,86338,21.8,1.0,N,2021-10-01
3196,IDCJAC0009,86338,11.6,1.0,N,2021-10-02
3197,IDCJAC0009,86338,0.0,1.0,N,2021-10-03
3198,IDCJAC0009,86338,1.0,1.0,N,2021-10-04
3199,IDCJAC0009,86338,2.2,1.0,N,2021-10-05
3200,IDCJAC0009,86338,0.2,1.0,N,2021-10-06
3201,IDCJAC0009,86338,4.0,1.0,N,2021-10-07
3202,IDCJAC0009,86338,0.0,1.0,N,2021-10-08
3203,IDCJAC0009,86338,0.0,1.0,N,2021-10-09
3204,IDCJAC0009,86338,2.2,1.0,N,2021-10-10
3205,IDCJAC0009,86338,0.4,1.0,N,2021-10-11
3206,IDCJAC0009,86338,0.0,1.0,N,2021-10-12
3207,IDCJAC0009,86338,0.0,1.0,N,2021-10-13
3208,IDCJAC0009,86338,14.8,1.0,N,2021-10-14
3209,IDCJAC0009,86338,0.6,1.0,N,2021-10-15
3210,IDCJAC0009,86338,26.4,1.0,N,2021-10-16
3211,IDCJAC0009,86338,0.4,1.0,N,2021-10-17
3212,IDCJAC0009,86338,0.0,1.0,N,2021-10-18
3213,IDCJAC0009,86338,0.8,1.0,N,2021-10-19
3214,IDCJAC0009,86338,0.0,1.0,N,2021-10-20
3215,IDCJAC0009,86338,0.0,1.0,N,2021-10-21
3216,IDCJAC0009,86338,0.0,1.0,N,2021-10-22
3217,IDCJAC0009,86338,14.6,1.0,N,2021-10-23
3218,IDCJAC0009,86338,2.0,1.0,N,2021-10-24
3219,IDCJAC0009,86338,0.8,1.0,N,2021-10-25
3220,IDCJAC0009,86338,0.0,1.0,N,2021-10-26
3221,IDCJAC0009,86338,0.0,1.0,N,2021-10-27
3222,IDCJAC0009,86338,0.2,1.0,N,2021-10-28
3223,IDCJAC0009,86338,5.0,1.0,N,2021-10-29
3224,IDCJAC0009,86338,1.0,1.0,N,2021-10-30
3225,IDCJAC0009,86338,0.4,1.0,N,2021-10-31
3226,IDCJAC0009,86338,0.0,1.0,N,2021-11-01
3227,IDCJAC0009,86338,0.0,1.0,N,2021-11-02
3228,IDCJAC0009,86338,0.0,1.0,N,2021-11-03
3229,IDCJAC0009,86338,45.4,1.0,N,2021-11-04
3230,IDCJAC0009,86338,0.0,1.0,N,2021-11-05
3231,IDCJAC0009,86338,0.0,1.0,N,2021-11-06
3232,IDCJAC0009,86338,15.4,1.0,N,2021-11-07
3233,IDCJAC0009,86338,0.2,1.0,N,2021-11-08
3234,IDCJAC0009,86338,0.0,1.0,N,2021-11-09
3235,IDCJAC0009,86338,10.0,1.0,N,2021-11-10
3236,IDCJAC0009,86338,10.0,1.0,N,2021-11-11
3237,IDCJAC0009,86338,1.0,1.0,N,2021-11-12
3238,IDCJAC0009,86338,10.4,1.0,N,2021-11-13
3239,IDCJAC0009,86338,1.6,1.0,N,2021-11-14
3240,IDCJAC0009,86338,1.6,1.0,N,2021-11-15
3241,IDCJAC0009,86338,0.2,1.0,N,2021-11-16
3242,IDCJAC0009,86338,0.0,1.0,N,2021-11-17
3243,IDCJAC0009,86338,0.0,1.0,N,2021-11-18
3244,IDCJAC0009,86338,0.2,1.0,N,2021-11-19
3245,IDCJAC0009,86338,0.0,1.0,N,2021-11-20
3246,IDCJAC0009,86338,0.0,1.0,N,2021-11-21
3247,IDCJAC0009,86338,0.0,1.0,N,2021-11-22
3248,IDCJAC0009,86338,0.0,1.0,N,2021-11-23
3249,IDCJAC0009,86338,0.0,1.0,N,2021-11-24
3250,IDCJAC0009,86338,0.0,1.0,N,2021-11-25
3251,IDCJAC0009,86338,0.6,1.0,N,2021-11-26
3252,IDCJAC0009,86338,0.0,1.0,N,2021-11-27
3253,IDCJAC0009,86338,0.0,1.0,N,2021-11-28
3254,IDCJAC0009,86338,0.0,1.0,N,2021-11-29
3255,IDCJAC0009,86338,0.0,1.0,N,2021-11-30
3256,IDCJAC0009,86338,0.0,1.0,N,2021-12-01
3257,IDCJAC0009,86338,11.8,1.0,N,2021-12-02
3258,IDCJAC0009,86338,8.8,1.0,N,2021-12-03
3259,IDCJAC0009,86338,0.0,1.0,N,2021-12-04
3260,IDCJAC0009,86338,0.0,1.0,N,2021-12-05
3261,IDCJAC0009,86338,0.0,1.0,N,2021-12-06
3262,IDCJAC0009,86338,0.6,1.0,N,2021-12-07
3263,IDCJAC0009,86338,2.0,1.0,N,2021-12-08
3264,IDCJAC0009,86338,1.8,1.0,N,2021-12-09
3265,IDCJAC0009,86338,0.0,1.0,N,2021-12-10
3266,IDCJAC0009,86338,0.0,1.0,N,2021-12-11
3267,IDCJAC0009,86338,0.0,1.0,N,2021-12-12
3268,IDCJAC0009,86338,0.0,1.0,N,2021-12-13
3269,IDCJAC0009,86338,0.0,1.0,N,2021-12-14
3270,IDCJAC0009,86338,0.0,1.0,N,2021-12-15
3271,IDCJAC0009,86338,0.0,1.0,N,2021-12-16
3272,IDCJAC0009,86338,0.0,1.0,N,2021-12-17
3273,IDCJAC0009,86338,0.0,1.0,N,2021-12-18
3274,IDCJAC0009,86338,0.0,1.0,N,2021-12-19
3275,IDCJAC0009,86338,1.8,1.0,N,2021-12-20
3276,IDCJAC0009,86338,0.0,1.0,N,2021-12-21
3277,IDCJAC0009,86338,0.0,1.0,N,2021-12-22
3278,IDCJAC0009,86338,0.0,1.0,N,2021-12-23
3279,IDCJAC0009,86338,0.0,1.0,N,2021-12-24
3280,IDCJAC0009,86338,0.0,1.0,N,2021-12-25
3281,IDCJAC0009,86338,0.0,1.0,N,2021-12-26
3282,IDCJAC0009,86338,0.2,1.0,N,2021-12-27
3283,IDCJAC0009,86338,0.0,1.0,N,2021-12-28
3284,IDCJAC0009,86338,0.0,1.0,N,2021-12-29
3285,IDCJAC0009,86338,0.0,1.0,N,2021-12-30
3286,IDCJAC0009,86338,0.0,1.0,N,2021-12-31
